idedomun;IDH_ingpc;;;;;;;;;;;;;;;;;;
14011;6912;;;;;;;;;;;;;;;;;;
14012;9531;;;;;;;;;;;;;;;;;;
14013;9920;;;;;;;;;;;;;;;;;;
14014;9261;;;;;;;;;;;;;;;;;;
14015;15968;;;;;;;;;;;;;;;;;;
14016;7479;;;;;;;;;;;;;;;;;;
14017;7130;;;;;;;;;;;;;;;;;;
14018;9209;;;;;;;;;;;;;;;;;;
14019;5205;;;;;;;;;;;;;;;;;;
14020;7652;;;;;;;;;;;;;;;;;;
14021;9868;;;;;;;;;;;;;;;;;;
14022;10398;;;;;;;;;;;;;;;;;;
14023;22469;;;;;;;;;;;;;;;;;;
14024;10089;;;;;;;;;;;;;;;;;;
14025;12294;;;;;;;;;;;;;;;;;;
14026;7955;;;;;;;;;;;;;;;;;;
14027;4758;;;;;;;;;;;;;;;;;;
14028;9135;;;;;;;;;;;;;;;;;;
14029;6907;;;;;;;;;;;;;;;;;;
14030;11998;;;;;;;;;;;;;;;;;;
14031;4033;;;;;;;;;;;;;;;;;;
14032;7435;;;;;;;;;;;;;;;;;;
14033;8017;;;;;;;;;;;;;;;;;;
14034;11963;;;;;;;;;;;;;;;;;;
14035;8506;;;;;;;;;;;;;;;;;;
14036;9876;;;;;;;;;;;;;;;;;;
14037;11812;;;;;;;;;;;;;;;;;;
14038;7967;;;;;;;;;;;;;;;;;;
14039;21783;;;;;;;;;;;;;;;;;;
14040;7817;;;;;;;;;;;;;;;;;;
14041;9782;;;;;;;;;;;;;;;;;;
14042;8675;;;;;;;;;;;;;;;;;;
14043;10334;;;;;;;;;;;;;;;;;;
14044;12953;;;;;;;;;;;;;;;;;;
14045;7504;;;;;;;;;;;;;;;;;;
14046;8900;;;;;;;;;;;;;;;;;;
14047;9514;;;;;;;;;;;;;;;;;;
14048;8269;;;;;;;;;;;;;;;;;;
14049;4715;;;;;;;;;;;;;;;;;;
14050;10481;;;;;;;;;;;;;;;;;;
14051;12944;;;;;;;;;;;;;;;;;;
14052;10283;;;;;;;;;;;;;;;;;;
14053;12760;;;;;;;;;;;;;;;;;;
14054;11327;;;;;;;;;;;;;;;;;;
14055;11000;;;;;;;;;;;;;;;;;;
14056;3319;;;;;;;;;;;;;;;;;;
14057;8572;;;;;;;;;;;;;;;;;;
14058;10109;;;;;;;;;;;;;;;;;;
14059;10211;;;;;;;;;;;;;;;;;;
14060;7695;;;;;;;;;;;;;;;;;;
14061;4733;;;;;;;;;;;;;;;;;;
14062;8675;;;;;;;;;;;;;;;;;;
14063;18506;;;;;;;;;;;;;;;;;;
14064;7392;;;;;;;;;;;;;;;;;;
14065;9536;;;;;;;;;;;;;;;;;;
14066;8790;;;;;;;;;;;;;;;;;;
14067;14272;;;;;;;;;;;;;;;;;;
14068;7144;;;;;;;;;;;;;;;;;;
14069;7539;;;;;;;;;;;;;;;;;;
14070;12020;;;;;;;;;;;;;;;;;;
14071;6779;;;;;;;;;;;;;;;;;;
14072;9021;;;;;;;;;;;;;;;;;;
14073;9895;;;;;;;;;;;;;;;;;;
14074;8858;;;;;;;;;;;;;;;;;;
14075;10267;;;;;;;;;;;;;;;;;;
14076;9449;;;;;;;;;;;;;;;;;;
14077;10735;;;;;;;;;;;;;;;;;;
14078;8795;;;;;;;;;;;;;;;;;;
14079;9096;;;;;;;;;;;;;;;;;;
14080;10627;;;;;;;;;;;;;;;;;;
14081;7579;;;;;;;;;;;;;;;;;;
14082;12395;;;;;;;;;;;;;;;;;;
14083;12995;;;;;;;;;;;;;;;;;;
14084;7670;;;;;;;;;;;;;;;;;;
14085;10343;;;;;;;;;;;;;;;;;;
14086;7868;;;;;;;;;;;;;;;;;;
14087;9021;;;;;;;;;;;;;;;;;;
14088;10453;;;;;;;;;;;;;;;;;;
14089;8606;;;;;;;;;;;;;;;;;;
14090;9072;;;;;;;;;;;;;;;;;;
14091;8269;;;;;;;;;;;;;;;;;;
14092;7736;;;;;;;;;;;;;;;;;;
14093;15432;;;;;;;;;;;;;;;;;;
14094;10343;;;;;;;;;;;;;;;;;;
14095;10089;;;;;;;;;;;;;;;;;;
14096;9145;;;;;;;;;;;;;;;;;;
14097;15147;;;;;;;;;;;;;;;;;;
14098;15320;;;;;;;;;;;;;;;;;;
14099;8327;;;;;;;;;;;;;;;;;;
14100;8635;;;;;;;;;;;;;;;;;;
14101;16135;;;;;;;;;;;;;;;;;;
14102;10336;;;;;;;;;;;;;;;;;;
14103;10083;;;;;;;;;;;;;;;;;;
14104;8913;;;;;;;;;;;;;;;;;;
14105;9494;;;;;;;;;;;;;;;;;;
14106;8633;;;;;;;;;;;;;;;;;;
14107;9433;;;;;;;;;;;;;;;;;;
14108;10606;;;;;;;;;;;;;;;;;;
14109;10554;;;;;;;;;;;;;;;;;;
14110;10933;;;;;;;;;;;;;;;;;;
14111;11033;;;;;;;;;;;;;;;;;;
14112;9490;;;;;;;;;;;;;;;;;;
14113;9184;;;;;;;;;;;;;;;;;;
14114;10090;;;;;;;;;;;;;;;;;;
14115;8533;;;;;;;;;;;;;;;;;;
14116;9409;;;;;;;;;;;;;;;;;;
14117;8743;;;;;;;;;;;;;;;;;;
14118;9412;;;;;;;;;;;;;;;;;;
14119;10213;;;;;;;;;;;;;;;;;;
14120;23671;;;;;;;;;;;;;;;;;;
14121;11079;;;;;;;;;;;;;;;;;;
14122;6442;;;;;;;;;;;;;;;;;;
14123;7772;;;;;;;;;;;;;;;;;;
14124;8586;;;;;;;;;;;;;;;;;;
14125;7562;;;;;;;;;;;;;;;;;;
15001;6204;;;;;;;;;;;;;;;;;;
15002;15231;;;;;;;;;;;;;;;;;;
15003;7817;;;;;;;;;;;;;;;;;;
15004;6456;;;;;;;;;;;;;;;;;;
15005;11038;;;;;;;;;;;;;;;;;;
15006;12270;;;;;;;;;;;;;;;;;;
15007;5742;;;;;;;;;;;;;;;;;;
15008;6782;;;;;;;;;;;;;;;;;;
15009;11175;;;;;;;;;;;;;;;;;;
15010;9249;;;;;;;;;;;;;;;;;;
15011;10141;;;;;;;;;;;;;;;;;;
15012;8634;;;;;;;;;;;;;;;;;;
15013;21938;;;;;;;;;;;;;;;;;;
15014;9611;;;;;;;;;;;;;;;;;;
15015;7724;;;;;;;;;;;;;;;;;;
15016;8374;;;;;;;;;;;;;;;;;;
15017;9840;;;;;;;;;;;;;;;;;;
15018;9842;;;;;;;;;;;;;;;;;;
15019;11416;;;;;;;;;;;;;;;;;;
15020;20097;;;;;;;;;;;;;;;;;;
15021;7705;;;;;;;;;;;;;;;;;;
15022;12992;;;;;;;;;;;;;;;;;;
15023;9939;;;;;;;;;;;;;;;;;;
15024;20980;;;;;;;;;;;;;;;;;;
15025;10342;;;;;;;;;;;;;;;;;;
15026;7090;;;;;;;;;;;;;;;;;;
15027;12260;;;;;;;;;;;;;;;;;;
15028;10324;;;;;;;;;;;;;;;;;;
15029;13133;;;;;;;;;;;;;;;;;;
15030;11284;;;;;;;;;;;;;;;;;;
15031;9551;;;;;;;;;;;;;;;;;;
15032;4919;;;;;;;;;;;;;;;;;;
15033;14345;;;;;;;;;;;;;;;;;;
15034;7276;;;;;;;;;;;;;;;;;;
15035;14328;;;;;;;;;;;;;;;;;;
15036;7885;;;;;;;;;;;;;;;;;;
15037;21865;;;;;;;;;;;;;;;;;;
15038;9441;;;;;;;;;;;;;;;;;;
15039;17133;;;;;;;;;;;;;;;;;;
15040;9019;;;;;;;;;;;;;;;;;;
15041;4291;;;;;;;;;;;;;;;;;;
15042;7843;;;;;;;;;;;;;;;;;;
15043;8221;;;;;;;;;;;;;;;;;;
15044;13481;;;;;;;;;;;;;;;;;;
15045;8100;;;;;;;;;;;;;;;;;;
15046;9807;;;;;;;;;;;;;;;;;;
15047;6737;;;;;;;;;;;;;;;;;;
15048;9221;;;;;;;;;;;;;;;;;;
15049;7955;;;;;;;;;;;;;;;;;;
15050;9582;;;;;;;;;;;;;;;;;;
15051;10364;;;;;;;;;;;;;;;;;;
15052;7271;;;;;;;;;;;;;;;;;;
15053;12697;;;;;;;;;;;;;;;;;;
15054;24031;;;;;;;;;;;;;;;;;;
15055;11053;;;;;;;;;;;;;;;;;;
15056;6465;;;;;;;;;;;;;;;;;;
15057;20112;;;;;;;;;;;;;;;;;;
15058;15119;;;;;;;;;;;;;;;;;;
15059;8338;;;;;;;;;;;;;;;;;;
15060;14088;;;;;;;;;;;;;;;;;;
15061;10649;;;;;;;;;;;;;;;;;;
15062;12566;;;;;;;;;;;;;;;;;;
15063;6512;;;;;;;;;;;;;;;;;;
15064;7045;;;;;;;;;;;;;;;;;;
15065;9034;;;;;;;;;;;;;;;;;;
15066;5276;;;;;;;;;;;;;;;;;;
15067;8431;;;;;;;;;;;;;;;;;;
15068;9412;;;;;;;;;;;;;;;;;;
15069;12668;;;;;;;;;;;;;;;;;;
15070;12331;;;;;;;;;;;;;;;;;;
15071;8439;;;;;;;;;;;;;;;;;;
15072;11087;;;;;;;;;;;;;;;;;;
15073;9514;;;;;;;;;;;;;;;;;;
15074;5640;;;;;;;;;;;;;;;;;;
15075;9947;;;;;;;;;;;;;;;;;;
15076;11329;;;;;;;;;;;;;;;;;;
15077;6268;;;;;;;;;;;;;;;;;;
15078;8437;;;;;;;;;;;;;;;;;;
15079;8150;;;;;;;;;;;;;;;;;;
15080;4735;;;;;;;;;;;;;;;;;;
15081;18270;;;;;;;;;;;;;;;;;;
15082;7434;;;;;;;;;;;;;;;;;;
15083;11289;;;;;;;;;;;;;;;;;;
15084;8819;;;;;;;;;;;;;;;;;;
15085;6384;;;;;;;;;;;;;;;;;;
15086;7245;;;;;;;;;;;;;;;;;;
15087;6601;;;;;;;;;;;;;;;;;;
15088;8968;;;;;;;;;;;;;;;;;;
15089;9551;;;;;;;;;;;;;;;;;;
15090;10196;;;;;;;;;;;;;;;;;;
15091;12768;;;;;;;;;;;;;;;;;;
15092;10889;;;;;;;;;;;;;;;;;;
15093;10966;;;;;;;;;;;;;;;;;;
15094;8964;;;;;;;;;;;;;;;;;;
15095;13791;;;;;;;;;;;;;;;;;;
15096;9322;;;;;;;;;;;;;;;;;;
15097;6485;;;;;;;;;;;;;;;;;;
15098;10168;;;;;;;;;;;;;;;;;;
15099;15478;;;;;;;;;;;;;;;;;;
15100;10720;;;;;;;;;;;;;;;;;;
15101;9050;;;;;;;;;;;;;;;;;;
15102;7168;;;;;;;;;;;;;;;;;;
15103;13067;;;;;;;;;;;;;;;;;;
15104;19341;;;;;;;;;;;;;;;;;;
15105;5781;;;;;;;;;;;;;;;;;;
15106;17058;;;;;;;;;;;;;;;;;;
15107;9959;;;;;;;;;;;;;;;;;;
15108;13200;;;;;;;;;;;;;;;;;;
15109;15748;;;;;;;;;;;;;;;;;;
15110;8995;;;;;;;;;;;;;;;;;;
15111;5202;;;;;;;;;;;;;;;;;;
15112;7016;;;;;;;;;;;;;;;;;;
15113;7831;;;;;;;;;;;;;;;;;;
15114;6018;;;;;;;;;;;;;;;;;;
15115;11030;;;;;;;;;;;;;;;;;;
15116;9081;;;;;;;;;;;;;;;;;;
15117;5638;;;;;;;;;;;;;;;;;;
15118;10343;;;;;;;;;;;;;;;;;;
15119;4651;;;;;;;;;;;;;;;;;;
15120;10423;;;;;;;;;;;;;;;;;;
15121;19361;;;;;;;;;;;;;;;;;;
15122;10000;;;;;;;;;;;;;;;;;;
15123;5082;;;;;;;;;;;;;;;;;;
15124;4019;;;;;;;;;;;;;;;;;;
15125;11337;;;;;;;;;;;;;;;;;;
16001;7229;;;;;;;;;;;;;;;;;;
16002;5873;;;;;;;;;;;;;;;;;;
16003;7367;;;;;;;;;;;;;;;;;;
16004;7831;;;;;;;;;;;;;;;;;;
16005;8411;;;;;;;;;;;;;;;;;;
16006;9302;;;;;;;;;;;;;;;;;;
16007;5717;;;;;;;;;;;;;;;;;;
16008;4001;;;;;;;;;;;;;;;;;;
16009;7197;;;;;;;;;;;;;;;;;;
16010;7258;;;;;;;;;;;;;;;;;;
16011;8830;;;;;;;;;;;;;;;;;;
16012;8352;;;;;;;;;;;;;;;;;;
16013;5091;;;;;;;;;;;;;;;;;;
16014;7530;;;;;;;;;;;;;;;;;;
16015;7769;;;;;;;;;;;;;;;;;;
16016;7310;;;;;;;;;;;;;;;;;;
16017;5051;;;;;;;;;;;;;;;;;;
16018;7206;;;;;;;;;;;;;;;;;;
16019;8809;;;;;;;;;;;;;;;;;;
16020;7736;;;;;;;;;;;;;;;;;;
16021;5857;;;;;;;;;;;;;;;;;;
16022;8759;;;;;;;;;;;;;;;;;;
16023;7712;;;;;;;;;;;;;;;;;;
16024;7684;;;;;;;;;;;;;;;;;;
16025;7192;;;;;;;;;;;;;;;;;;
16026;4292;;;;;;;;;;;;;;;;;;
16027;7727;;;;;;;;;;;;;;;;;;
16028;9483;;;;;;;;;;;;;;;;;;
16029;4583;;;;;;;;;;;;;;;;;;
16030;7794;;;;;;;;;;;;;;;;;;
16031;5053;;;;;;;;;;;;;;;;;;
16032;6635;;;;;;;;;;;;;;;;;;
16033;8814;;;;;;;;;;;;;;;;;;
16034;8301;;;;;;;;;;;;;;;;;;
16035;5206;;;;;;;;;;;;;;;;;;
16036;9178;;;;;;;;;;;;;;;;;;
16037;6956;;;;;;;;;;;;;;;;;;
16038;7719;;;;;;;;;;;;;;;;;;
16039;7220;;;;;;;;;;;;;;;;;;
16040;7387;;;;;;;;;;;;;;;;;;
16041;5982;;;;;;;;;;;;;;;;;;
16042;8258;;;;;;;;;;;;;;;;;;
16043;10239;;;;;;;;;;;;;;;;;;
16044;8378;;;;;;;;;;;;;;;;;;
16045;11800;;;;;;;;;;;;;;;;;;
16046;5381;;;;;;;;;;;;;;;;;;
16047;5273;;;;;;;;;;;;;;;;;;
16048;7839;;;;;;;;;;;;;;;;;;
16049;5210;;;;;;;;;;;;;;;;;;
16050;6676;;;;;;;;;;;;;;;;;;
16051;9919;;;;;;;;;;;;;;;;;;
16052;14996;;;;;;;;;;;;;;;;;;
16053;18149;;;;;;;;;;;;;;;;;;
16054;7506;;;;;;;;;;;;;;;;;;
16055;6895;;;;;;;;;;;;;;;;;;
16056;6053;;;;;;;;;;;;;;;;;;
16057;4357;;;;;;;;;;;;;;;;;;
16058;8028;;;;;;;;;;;;;;;;;;
16059;3783;;;;;;;;;;;;;;;;;;
16060;8076;;;;;;;;;;;;;;;;;;
16061;5866;;;;;;;;;;;;;;;;;;
16062;7687;;;;;;;;;;;;;;;;;;
16063;5889;;;;;;;;;;;;;;;;;;
16064;4958;;;;;;;;;;;;;;;;;;
16065;8921;;;;;;;;;;;;;;;;;;
16066;10418;;;;;;;;;;;;;;;;;;
16067;6982;;;;;;;;;;;;;;;;;;
16068;7898;;;;;;;;;;;;;;;;;;
16069;12037;;;;;;;;;;;;;;;;;;
16070;9500;;;;;;;;;;;;;;;;;;
16071;8415;;;;;;;;;;;;;;;;;;
16072;7719;;;;;;;;;;;;;;;;;;
16073;9091;;;;;;;;;;;;;;;;;;
16074;7754;;;;;;;;;;;;;;;;;;
16075;9299;;;;;;;;;;;;;;;;;;
16076;10848;;;;;;;;;;;;;;;;;;
16077;6814;;;;;;;;;;;;;;;;;;
16078;7273;;;;;;;;;;;;;;;;;;
16079;5919;;;;;;;;;;;;;;;;;;
16080;7032;;;;;;;;;;;;;;;;;;
16081;3464;;;;;;;;;;;;;;;;;;
16082;8420;;;;;;;;;;;;;;;;;;
16083;4724;;;;;;;;;;;;;;;;;;
16084;7177;;;;;;;;;;;;;;;;;;
16085;8911;;;;;;;;;;;;;;;;;;
16086;9091;;;;;;;;;;;;;;;;;;
16087;9327;;;;;;;;;;;;;;;;;;
16088;18140;;;;;;;;;;;;;;;;;;
16089;8233;;;;;;;;;;;;;;;;;;
16090;7577;;;;;;;;;;;;;;;;;;
16091;8820;;;;;;;;;;;;;;;;;;
16092;4809;;;;;;;;;;;;;;;;;;
16093;7531;;;;;;;;;;;;;;;;;;
16094;7984;;;;;;;;;;;;;;;;;;
16095;9611;;;;;;;;;;;;;;;;;;
16096;4388;;;;;;;;;;;;;;;;;;
16097;4879;;;;;;;;;;;;;;;;;;
16098;7517;;;;;;;;;;;;;;;;;;
16099;4841;;;;;;;;;;;;;;;;;;
16100;7816;;;;;;;;;;;;;;;;;;
16101;3505;;;;;;;;;;;;;;;;;;
16102;12242;;;;;;;;;;;;;;;;;;
16103;9058;;;;;;;;;;;;;;;;;;
16104;9116;;;;;;;;;;;;;;;;;;
16105;8537;;;;;;;;;;;;;;;;;;
16106;8744;;;;;;;;;;;;;;;;;;
16107;14385;;;;;;;;;;;;;;;;;;
16108;13299;;;;;;;;;;;;;;;;;;
16109;9784;;;;;;;;;;;;;;;;;;
16110;7873;;;;;;;;;;;;;;;;;;
16111;6098;;;;;;;;;;;;;;;;;;
16112;9709;;;;;;;;;;;;;;;;;;
16113;7779;;;;;;;;;;;;;;;;;;
17001;9645;;;;;;;;;;;;;;;;;;
17002;12216;;;;;;;;;;;;;;;;;;
17003;9101;;;;;;;;;;;;;;;;;;
17004;11201;;;;;;;;;;;;;;;;;;
17005;7563;;;;;;;;;;;;;;;;;;
17006;13313;;;;;;;;;;;;;;;;;;
17007;24622;;;;;;;;;;;;;;;;;;
17008;18671;;;;;;;;;;;;;;;;;;
17009;11015;;;;;;;;;;;;;;;;;;
17010;10180;;;;;;;;;;;;;;;;;;
17011;17679;;;;;;;;;;;;;;;;;;
17012;14806;;;;;;;;;;;;;;;;;;
17013;10352;;;;;;;;;;;;;;;;;;
17014;11762;;;;;;;;;;;;;;;;;;
17015;6760;;;;;;;;;;;;;;;;;;
17016;7505;;;;;;;;;;;;;;;;;;
17017;7621;;;;;;;;;;;;;;;;;;
17018;10985;;;;;;;;;;;;;;;;;;
17019;8956;;;;;;;;;;;;;;;;;;
17020;11810;;;;;;;;;;;;;;;;;;
17021;12800;;;;;;;;;;;;;;;;;;
17022;6790;;;;;;;;;;;;;;;;;;
17023;6812;;;;;;;;;;;;;;;;;;
17024;10505;;;;;;;;;;;;;;;;;;
17025;9920;;;;;;;;;;;;;;;;;;
17026;9472;;;;;;;;;;;;;;;;;;
17027;6142;;;;;;;;;;;;;;;;;;
17028;12312;;;;;;;;;;;;;;;;;;
17029;10697;;;;;;;;;;;;;;;;;;
17030;8722;;;;;;;;;;;;;;;;;;
17031;14659;;;;;;;;;;;;;;;;;;
17032;10207;;;;;;;;;;;;;;;;;;
17033;8711;;;;;;;;;;;;;;;;;;
18001;9314;;;;;;;;;;;;;;;;;;
18002;10759;;;;;;;;;;;;;;;;;;
18003;10573;;;;;;;;;;;;;;;;;;
18004;10231;;;;;;;;;;;;;;;;;;
18005;4785;;;;;;;;;;;;;;;;;;
18006;12139;;;;;;;;;;;;;;;;;;
18007;8791;;;;;;;;;;;;;;;;;;
18008;14432;;;;;;;;;;;;;;;;;;
18009;3323;;;;;;;;;;;;;;;;;;
18010;7620;;;;;;;;;;;;;;;;;;
18011;7336;;;;;;;;;;;;;;;;;;
18012;9405;;;;;;;;;;;;;;;;;;
18013;9826;;;;;;;;;;;;;;;;;;
18014;8343;;;;;;;;;;;;;;;;;;
18015;9296;;;;;;;;;;;;;;;;;;
18016;9327;;;;;;;;;;;;;;;;;;
18017;22657;;;;;;;;;;;;;;;;;;
18018;10710;;;;;;;;;;;;;;;;;;
18019;2871;;;;;;;;;;;;;;;;;;
18020;14472;;;;;;;;;;;;;;;;;;
19001;11538;;;;;;;;;;;;;;;;;;
19002;10817;;;;;;;;;;;;;;;;;;
19003;9106;;;;;;;;;;;;;;;;;;
19004;15255;;;;;;;;;;;;;;;;;;
19005;11819;;;;;;;;;;;;;;;;;;
19006;18297;;;;;;;;;;;;;;;;;;
19007;6142;;;;;;;;;;;;;;;;;;
19008;11785;;;;;;;;;;;;;;;;;;
19009;14307;;;;;;;;;;;;;;;;;;
19010;14012;;;;;;;;;;;;;;;;;;
19011;13267;;;;;;;;;;;;;;;;;;
19012;16653;;;;;;;;;;;;;;;;;;
19013;11305;;;;;;;;;;;;;;;;;;
19014;5970;;;;;;;;;;;;;;;;;;
19015;8756;;;;;;;;;;;;;;;;;;
19016;10406;;;;;;;;;;;;;;;;;;
19017;6725;;;;;;;;;;;;;;;;;;
19018;13341;;;;;;;;;;;;;;;;;;
19019;35748;;;;;;;;;;;;;;;;;;
19020;16459;;;;;;;;;;;;;;;;;;
19021;17169;;;;;;;;;;;;;;;;;;
19022;9725;;;;;;;;;;;;;;;;;;
19023;13193;;;;;;;;;;;;;;;;;;
19024;5674;;;;;;;;;;;;;;;;;;
19025;15015;;;;;;;;;;;;;;;;;;
19026;26860;;;;;;;;;;;;;;;;;;
19027;9242;;;;;;;;;;;;;;;;;;
19028;11230;;;;;;;;;;;;;;;;;;
19029;14280;;;;;;;;;;;;;;;;;;
19030;7723;;;;;;;;;;;;;;;;;;
19031;14852;;;;;;;;;;;;;;;;;;
19032;11284;;;;;;;;;;;;;;;;;;
19033;13602;;;;;;;;;;;;;;;;;;
19034;12160;;;;;;;;;;;;;;;;;;
19035;12782;;;;;;;;;;;;;;;;;;
19036;3981;;;;;;;;;;;;;;;;;;
19037;10828;;;;;;;;;;;;;;;;;;
19038;16510;;;;;;;;;;;;;;;;;;
19039;23887;;;;;;;;;;;;;;;;;;
19040;10638;;;;;;;;;;;;;;;;;;
19041;12182;;;;;;;;;;;;;;;;;;
19042;9282;;;;;;;;;;;;;;;;;;
19043;6470;;;;;;;;;;;;;;;;;;
19044;17252;;;;;;;;;;;;;;;;;;
19045;9826;;;;;;;;;;;;;;;;;;
19046;25886;;;;;;;;;;;;;;;;;;
19047;15515;;;;;;;;;;;;;;;;;;
19048;16480;;;;;;;;;;;;;;;;;;
19049;20081;;;;;;;;;;;;;;;;;;
19050;9149;;;;;;;;;;;;;;;;;;
19051;13437;;;;;;;;;;;;;;;;;;
20001;3819;;;;;;;;;;;;;;;;;;
20002;6300;;;;;;;;;;;;;;;;;;
20003;3821;;;;;;;;;;;;;;;;;;
20004;6410;;;;;;;;;;;;;;;;;;
20005;9930;;;;;;;;;;;;;;;;;;
20006;9518;;;;;;;;;;;;;;;;;;
20007;4848;;;;;;;;;;;;;;;;;;
20008;4555;;;;;;;;;;;;;;;;;;
20009;5147;;;;;;;;;;;;;;;;;;
20010;12020;;;;;;;;;;;;;;;;;;
20011;4205;;;;;;;;;;;;;;;;;;
20012;3425;;;;;;;;;;;;;;;;;;
20013;9928;;;;;;;;;;;;;;;;;;
20014;17844;;;;;;;;;;;;;;;;;;
20015;4115;;;;;;;;;;;;;;;;;;
20016;2249;;;;;;;;;;;;;;;;;;
20017;4348;;;;;;;;;;;;;;;;;;
20018;4927;;;;;;;;;;;;;;;;;;
20019;3384;;;;;;;;;;;;;;;;;;
20020;4409;;;;;;;;;;;;;;;;;;
20021;8184;;;;;;;;;;;;;;;;;;
20022;5506;;;;;;;;;;;;;;;;;;
20023;9010;;;;;;;;;;;;;;;;;;
20024;2981;;;;;;;;;;;;;;;;;;
20025;6912;;;;;;;;;;;;;;;;;;
20026;5664;;;;;;;;;;;;;;;;;;
20027;3133;;;;;;;;;;;;;;;;;;
20028;6286;;;;;;;;;;;;;;;;;;
20029;3217;;;;;;;;;;;;;;;;;;
20030;18623;;;;;;;;;;;;;;;;;;
20031;5518;;;;;;;;;;;;;;;;;;
20032;4339;;;;;;;;;;;;;;;;;;
20033;11818;;;;;;;;;;;;;;;;;;
20034;4609;;;;;;;;;;;;;;;;;;
20035;16442;;;;;;;;;;;;;;;;;;
20036;3619;;;;;;;;;;;;;;;;;;
20037;3439;;;;;;;;;;;;;;;;;;
20038;5084;;;;;;;;;;;;;;;;;;
20039;11555;;;;;;;;;;;;;;;;;;
20040;2492;;;;;;;;;;;;;;;;;;
20041;5404;;;;;;;;;;;;;;;;;;
20042;6144;;;;;;;;;;;;;;;;;;
20043;10986;;;;;;;;;;;;;;;;;;
20044;8509;;;;;;;;;;;;;;;;;;
20045;12684;;;;;;;;;;;;;;;;;;
20046;4115;;;;;;;;;;;;;;;;;;
20047;6661;;;;;;;;;;;;;;;;;;
20048;2563;;;;;;;;;;;;;;;;;;
20049;4969;;;;;;;;;;;;;;;;;;
20050;3214;;;;;;;;;;;;;;;;;;
20051;4555;;;;;;;;;;;;;;;;;;
20052;10020;;;;;;;;;;;;;;;;;;
20053;9187;;;;;;;;;;;;;;;;;;
20054;4608;;;;;;;;;;;;;;;;;;
20055;4392;;;;;;;;;;;;;;;;;;
20056;4127;;;;;;;;;;;;;;;;;;
20057;9140;;;;;;;;;;;;;;;;;;
20058;2917;;;;;;;;;;;;;;;;;;
20059;6966;;;;;;;;;;;;;;;;;;
20060;4480;;;;;;;;;;;;;;;;;;
20061;3809;;;;;;;;;;;;;;;;;;
20062;8047;;;;;;;;;;;;;;;;;;
20063;19936;;;;;;;;;;;;;;;;;;
20064;4501;;;;;;;;;;;;;;;;;;
20065;4570;;;;;;;;;;;;;;;;;;
20066;7017;;;;;;;;;;;;;;;;;;
20067;22479;;;;;;;;;;;;;;;;;;
20068;8747;;;;;;;;;;;;;;;;;;
20069;3441;;;;;;;;;;;;;;;;;;
20070;6322;;;;;;;;;;;;;;;;;;
20071;3700;;;;;;;;;;;;;;;;;;
20072;4684;;;;;;;;;;;;;;;;;;
20073;6620;;;;;;;;;;;;;;;;;;
20074;3188;;;;;;;;;;;;;;;;;;
20075;9526;;;;;;;;;;;;;;;;;;
