idedomun;IDH_ingpc;;;;;;;;;;;;;;;;;;
20076;4025;;;;;;;;;;;;;;;;;;
20077;6925;;;;;;;;;;;;;;;;;;
20078;9661;;;;;;;;;;;;;;;;;;
20079;13488;;;;;;;;;;;;;;;;;;
20080;5020;;;;;;;;;;;;;;;;;;
20081;4919;;;;;;;;;;;;;;;;;;
20082;3617;;;;;;;;;;;;;;;;;;
20083;12073;;;;;;;;;;;;;;;;;;
20084;17959;;;;;;;;;;;;;;;;;;
20085;3134;;;;;;;;;;;;;;;;;;
20086;6744;;;;;;;;;;;;;;;;;;
20087;7857;;;;;;;;;;;;;;;;;;
20088;3643;;;;;;;;;;;;;;;;;;
20089;6113;;;;;;;;;;;;;;;;;;
20090;7052;;;;;;;;;;;;;;;;;;
20091;24196;;;;;;;;;;;;;;;;;;
20092;6592;;;;;;;;;;;;;;;;;;
20093;5942;;;;;;;;;;;;;;;;;;
20094;4200;;;;;;;;;;;;;;;;;;
20095;3252;;;;;;;;;;;;;;;;;;
20096;8748;;;;;;;;;;;;;;;;;;
20097;4267;;;;;;;;;;;;;;;;;;
20098;2856;;;;;;;;;;;;;;;;;;
20099;3338;;;;;;;;;;;;;;;;;;
20100;4034;;;;;;;;;;;;;;;;;;
20101;3624;;;;;;;;;;;;;;;;;;
20102;9716;;;;;;;;;;;;;;;;;;
20103;6852;;;;;;;;;;;;;;;;;;
20104;4265;;;;;;;;;;;;;;;;;;
20105;3468;;;;;;;;;;;;;;;;;;
20106;3226;;;;;;;;;;;;;;;;;;
20107;12148;;;;;;;;;;;;;;;;;;
20108;5055;;;;;;;;;;;;;;;;;;
20109;8649;;;;;;;;;;;;;;;;;;
20110;3374;;;;;;;;;;;;;;;;;;
20111;4308;;;;;;;;;;;;;;;;;;
20112;5788;;;;;;;;;;;;;;;;;;
20113;3433;;;;;;;;;;;;;;;;;;
20114;5674;;;;;;;;;;;;;;;;;;
20115;17192;;;;;;;;;;;;;;;;;;
20116;3740;;;;;;;;;;;;;;;;;;
20117;3610;;;;;;;;;;;;;;;;;;
20118;4149;;;;;;;;;;;;;;;;;;
20119;4333;;;;;;;;;;;;;;;;;;
20120;8584;;;;;;;;;;;;;;;;;;
20121;4760;;;;;;;;;;;;;;;;;;
20122;4331;;;;;;;;;;;;;;;;;;
20123;3852;;;;;;;;;;;;;;;;;;
20124;5528;;;;;;;;;;;;;;;;;;
20125;3329;;;;;;;;;;;;;;;;;;
20126;4352;;;;;;;;;;;;;;;;;;
20127;3584;;;;;;;;;;;;;;;;;;
20128;5431;;;;;;;;;;;;;;;;;;
20129;7205;;;;;;;;;;;;;;;;;;
20130;5170;;;;;;;;;;;;;;;;;;
20131;4812;;;;;;;;;;;;;;;;;;
20132;8268;;;;;;;;;;;;;;;;;;
20133;4108;;;;;;;;;;;;;;;;;;
20134;3445;;;;;;;;;;;;;;;;;;
20135;4876;;;;;;;;;;;;;;;;;;
20136;3728;;;;;;;;;;;;;;;;;;
20137;4325;;;;;;;;;;;;;;;;;;
20138;6130;;;;;;;;;;;;;;;;;;
20139;2501;;;;;;;;;;;;;;;;;;
20140;5326;;;;;;;;;;;;;;;;;;
20141;5781;;;;;;;;;;;;;;;;;;
20142;3420;;;;;;;;;;;;;;;;;;
20143;7940;;;;;;;;;;;;;;;;;;
20144;5913;;;;;;;;;;;;;;;;;;
20145;12298;;;;;;;;;;;;;;;;;;
20146;3040;;;;;;;;;;;;;;;;;;
20147;4212;;;;;;;;;;;;;;;;;;
20148;3083;;;;;;;;;;;;;;;;;;
20149;4672;;;;;;;;;;;;;;;;;;
20150;11115;;;;;;;;;;;;;;;;;;
20151;4234;;;;;;;;;;;;;;;;;;
20152;3136;;;;;;;;;;;;;;;;;;
20153;5663;;;;;;;;;;;;;;;;;;
20154;3362;;;;;;;;;;;;;;;;;;
20155;3971;;;;;;;;;;;;;;;;;;
20156;5411;;;;;;;;;;;;;;;;;;
20157;19494;;;;;;;;;;;;;;;;;;
20158;3227;;;;;;;;;;;;;;;;;;
20159;3196;;;;;;;;;;;;;;;;;;
20160;4002;;;;;;;;;;;;;;;;;;
20161;4271;;;;;;;;;;;;;;;;;;
20162;3351;;;;;;;;;;;;;;;;;;
20163;4382;;;;;;;;;;;;;;;;;;
20164;2851;;;;;;;;;;;;;;;;;;
20165;4415;;;;;;;;;;;;;;;;;;
20166;7581;;;;;;;;;;;;;;;;;;
20167;3630;;;;;;;;;;;;;;;;;;
20168;4206;;;;;;;;;;;;;;;;;;
20169;3208;;;;;;;;;;;;;;;;;;
20170;2952;;;;;;;;;;;;;;;;;;
20171;2752;;;;;;;;;;;;;;;;;;
20172;6505;;;;;;;;;;;;;;;;;;
20173;4209;;;;;;;;;;;;;;;;;;
20174;14394;;;;;;;;;;;;;;;;;;
20175;2572;;;;;;;;;;;;;;;;;;
20176;5008;;;;;;;;;;;;;;;;;;
20177;6132;;;;;;;;;;;;;;;;;;
20178;12802;;;;;;;;;;;;;;;;;;
20179;3875;;;;;;;;;;;;;;;;;;
20180;5243;;;;;;;;;;;;;;;;;;
20181;3692;;;;;;;;;;;;;;;;;;
20182;2756;;;;;;;;;;;;;;;;;;
20183;4215;;;;;;;;;;;;;;;;;;
20184;10383;;;;;;;;;;;;;;;;;;
20185;8526;;;;;;;;;;;;;;;;;;
20186;5059;;;;;;;;;;;;;;;;;;
20187;2992;;;;;;;;;;;;;;;;;;
20188;4717;;;;;;;;;;;;;;;;;;
20189;2655;;;;;;;;;;;;;;;;;;
20190;5669;;;;;;;;;;;;;;;;;;
20191;6445;;;;;;;;;;;;;;;;;;
20192;11406;;;;;;;;;;;;;;;;;;
20193;8020;;;;;;;;;;;;;;;;;;
20194;3591;;;;;;;;;;;;;;;;;;
20195;3597;;;;;;;;;;;;;;;;;;
20196;6161;;;;;;;;;;;;;;;;;;
20197;6709;;;;;;;;;;;;;;;;;;
20198;5529;;;;;;;;;;;;;;;;;;
20199;4173;;;;;;;;;;;;;;;;;;
20200;3455;;;;;;;;;;;;;;;;;;
20201;3381;;;;;;;;;;;;;;;;;;
20202;3614;;;;;;;;;;;;;;;;;;
20203;3076;;;;;;;;;;;;;;;;;;
20204;3976;;;;;;;;;;;;;;;;;;
20205;2962;;;;;;;;;;;;;;;;;;
20206;3858;;;;;;;;;;;;;;;;;;
20207;4072;;;;;;;;;;;;;;;;;;
20208;4442;;;;;;;;;;;;;;;;;;
20209;4662;;;;;;;;;;;;;;;;;;
20210;3513;;;;;;;;;;;;;;;;;;
20211;2918;;;;;;;;;;;;;;;;;;
20212;2511;;;;;;;;;;;;;;;;;;
20213;3147;;;;;;;;;;;;;;;;;;
20214;3287;;;;;;;;;;;;;;;;;;
20215;8148;;;;;;;;;;;;;;;;;;
20216;4992;;;;;;;;;;;;;;;;;;
20217;4486;;;;;;;;;;;;;;;;;;
20218;4038;;;;;;;;;;;;;;;;;;
20219;5646;;;;;;;;;;;;;;;;;;
20220;2195;;;;;;;;;;;;;;;;;;
20221;5724;;;;;;;;;;;;;;;;;;
20222;3637;;;;;;;;;;;;;;;;;;
20223;3210;;;;;;;;;;;;;;;;;;
20224;10384;;;;;;;;;;;;;;;;;;
20225;3605;;;;;;;;;;;;;;;;;;
20226;3462;;;;;;;;;;;;;;;;;;
20227;12870;;;;;;;;;;;;;;;;;;
20228;3096;;;;;;;;;;;;;;;;;;
20229;2698;;;;;;;;;;;;;;;;;;
20230;5211;;;;;;;;;;;;;;;;;;
20231;4134;;;;;;;;;;;;;;;;;;
20232;3578;;;;;;;;;;;;;;;;;;
20233;5202;;;;;;;;;;;;;;;;;;
20234;3422;;;;;;;;;;;;;;;;;;
20235;3576;;;;;;;;;;;;;;;;;;
20236;3160;;;;;;;;;;;;;;;;;;
20237;5579;;;;;;;;;;;;;;;;;;
20238;5828;;;;;;;;;;;;;;;;;;
20239;6246;;;;;;;;;;;;;;;;;;
20240;3223;;;;;;;;;;;;;;;;;;
20241;5107;;;;;;;;;;;;;;;;;;
20242;2981;;;;;;;;;;;;;;;;;;
20243;7582;;;;;;;;;;;;;;;;;;
20244;3496;;;;;;;;;;;;;;;;;;
20245;4113;;;;;;;;;;;;;;;;;;
20246;5080;;;;;;;;;;;;;;;;;;
20247;9438;;;;;;;;;;;;;;;;;;
20248;4516;;;;;;;;;;;;;;;;;;
20249;5525;;;;;;;;;;;;;;;;;;
20250;5415;;;;;;;;;;;;;;;;;;
20251;3364;;;;;;;;;;;;;;;;;;
20252;4116;;;;;;;;;;;;;;;;;;
20253;3677;;;;;;;;;;;;;;;;;;
20254;3806;;;;;;;;;;;;;;;;;;
20255;3706;;;;;;;;;;;;;;;;;;
20256;4999;;;;;;;;;;;;;;;;;;
20257;3125;;;;;;;;;;;;;;;;;;
20258;6984;;;;;;;;;;;;;;;;;;
20259;3634;;;;;;;;;;;;;;;;;;
20260;3569;;;;;;;;;;;;;;;;;;
20261;3265;;;;;;;;;;;;;;;;;;
20262;5373;;;;;;;;;;;;;;;;;;
20263;2994;;;;;;;;;;;;;;;;;;
20264;3837;;;;;;;;;;;;;;;;;;
20265;5104;;;;;;;;;;;;;;;;;;
20266;4100;;;;;;;;;;;;;;;;;;
20267;5759;;;;;;;;;;;;;;;;;;
20268;5786;;;;;;;;;;;;;;;;;;
20269;7927;;;;;;;;;;;;;;;;;;
20270;3584;;;;;;;;;;;;;;;;;;
20271;2960;;;;;;;;;;;;;;;;;;
20272;5047;;;;;;;;;;;;;;;;;;
20273;3878;;;;;;;;;;;;;;;;;;
20274;4598;;;;;;;;;;;;;;;;;;
20275;3776;;;;;;;;;;;;;;;;;;
20276;3392;;;;;;;;;;;;;;;;;;
20277;4530;;;;;;;;;;;;;;;;;;
20278;4837;;;;;;;;;;;;;;;;;;
20279;4293;;;;;;;;;;;;;;;;;;
20280;5685;;;;;;;;;;;;;;;;;;
20281;6306;;;;;;;;;;;;;;;;;;
20282;2644;;;;;;;;;;;;;;;;;;
20283;5298;;;;;;;;;;;;;;;;;;
20284;4235;;;;;;;;;;;;;;;;;;
20285;4647;;;;;;;;;;;;;;;;;;
20286;5587;;;;;;;;;;;;;;;;;;
20287;9069;;;;;;;;;;;;;;;;;;
20288;3474;;;;;;;;;;;;;;;;;;
20289;4136;;;;;;;;;;;;;;;;;;
20290;5376;;;;;;;;;;;;;;;;;;
20291;3439;;;;;;;;;;;;;;;;;;
20292;3185;;;;;;;;;;;;;;;;;;
20293;26614;;;;;;;;;;;;;;;;;;
20294;12118;;;;;;;;;;;;;;;;;;
20295;10988;;;;;;;;;;;;;;;;;;
20296;2616;;;;;;;;;;;;;;;;;;
20297;3436;;;;;;;;;;;;;;;;;;
20298;7281;;;;;;;;;;;;;;;;;;
20299;3558;;;;;;;;;;;;;;;;;;
20300;5556;;;;;;;;;;;;;;;;;;
20301;7206;;;;;;;;;;;;;;;;;;
20302;4150;;;;;;;;;;;;;;;;;;
20303;5125;;;;;;;;;;;;;;;;;;
20304;3586;;;;;;;;;;;;;;;;;;
20305;16716;;;;;;;;;;;;;;;;;;
20306;2997;;;;;;;;;;;;;;;;;;
20307;5503;;;;;;;;;;;;;;;;;;
20308;8465;;;;;;;;;;;;;;;;;;
20309;3841;;;;;;;;;;;;;;;;;;
20310;6890;;;;;;;;;;;;;;;;;;
20311;4152;;;;;;;;;;;;;;;;;;
20312;4458;;;;;;;;;;;;;;;;;;
20313;2934;;;;;;;;;;;;;;;;;;
20314;6020;;;;;;;;;;;;;;;;;;
20315;3919;;;;;;;;;;;;;;;;;;
20316;4774;;;;;;;;;;;;;;;;;;
20317;5473;;;;;;;;;;;;;;;;;;
20318;9172;;;;;;;;;;;;;;;;;;
20319;3659;;;;;;;;;;;;;;;;;;
20320;4911;;;;;;;;;;;;;;;;;;
20321;3908;;;;;;;;;;;;;;;;;;
20322;3454;;;;;;;;;;;;;;;;;;
20323;2679;;;;;;;;;;;;;;;;;;
20324;7787;;;;;;;;;;;;;;;;;;
20325;3962;;;;;;;;;;;;;;;;;;
20326;2562;;;;;;;;;;;;;;;;;;
20327;6736;;;;;;;;;;;;;;;;;;
20328;3264;;;;;;;;;;;;;;;;;;
20329;4971;;;;;;;;;;;;;;;;;;
20330;3067;;;;;;;;;;;;;;;;;;
20331;5404;;;;;;;;;;;;;;;;;;
20332;5694;;;;;;;;;;;;;;;;;;
20333;5032;;;;;;;;;;;;;;;;;;
20334;5251;;;;;;;;;;;;;;;;;;
20335;3393;;;;;;;;;;;;;;;;;;
20336;3452;;;;;;;;;;;;;;;;;;
20337;3687;;;;;;;;;;;;;;;;;;
20338;16103;;;;;;;;;;;;;;;;;;
20339;8198;;;;;;;;;;;;;;;;;;
20340;4843;;;;;;;;;;;;;;;;;;
20341;3961;;;;;;;;;;;;;;;;;;
20342;8399;;;;;;;;;;;;;;;;;;
20343;4692;;;;;;;;;;;;;;;;;;
20344;3196;;;;;;;;;;;;;;;;;;
20345;5219;;;;;;;;;;;;;;;;;;
20346;4801;;;;;;;;;;;;;;;;;;
20347;3549;;;;;;;;;;;;;;;;;;
20348;4726;;;;;;;;;;;;;;;;;;
20349;6901;;;;;;;;;;;;;;;;;;
20350;27060;;;;;;;;;;;;;;;;;;
20351;4599;;;;;;;;;;;;;;;;;;
20352;2098;;;;;;;;;;;;;;;;;;
20353;4816;;;;;;;;;;;;;;;;;;
20354;2463;;;;;;;;;;;;;;;;;;
20355;3372;;;;;;;;;;;;;;;;;;
20356;6461;;;;;;;;;;;;;;;;;;
20357;4154;;;;;;;;;;;;;;;;;;
20358;6088;;;;;;;;;;;;;;;;;;
20359;6380;;;;;;;;;;;;;;;;;;
20360;6149;;;;;;;;;;;;;;;;;;
20361;3388;;;;;;;;;;;;;;;;;;
20362;5488;;;;;;;;;;;;;;;;;;
20363;7186;;;;;;;;;;;;;;;;;;
20364;5506;;;;;;;;;;;;;;;;;;
20365;4457;;;;;;;;;;;;;;;;;;
20366;4195;;;;;;;;;;;;;;;;;;
20367;5093;;;;;;;;;;;;;;;;;;
20368;5592;;;;;;;;;;;;;;;;;;
20369;7698;;;;;;;;;;;;;;;;;;
20370;6581;;;;;;;;;;;;;;;;;;
20371;4823;;;;;;;;;;;;;;;;;;
20372;4615;;;;;;;;;;;;;;;;;;
20373;3704;;;;;;;;;;;;;;;;;;
20374;3395;;;;;;;;;;;;;;;;;;
20375;17712;;;;;;;;;;;;;;;;;;
20376;6044;;;;;;;;;;;;;;;;;;
20377;3703;;;;;;;;;;;;;;;;;;
20378;5822;;;;;;;;;;;;;;;;;;
20379;3805;;;;;;;;;;;;;;;;;;
20380;5501;;;;;;;;;;;;;;;;;;
20381;5018;;;;;;;;;;;;;;;;;;
20382;3941;;;;;;;;;;;;;;;;;;
20383;4578;;;;;;;;;;;;;;;;;;
20384;4774;;;;;;;;;;;;;;;;;;
20385;13400;;;;;;;;;;;;;;;;;;
20386;2930;;;;;;;;;;;;;;;;;;
20387;6829;;;;;;;;;;;;;;;;;;
20388;3079;;;;;;;;;;;;;;;;;;
20389;4078;;;;;;;;;;;;;;;;;;
20390;19621;;;;;;;;;;;;;;;;;;
20391;2736;;;;;;;;;;;;;;;;;;
20392;3872;;;;;;;;;;;;;;;;;;
20393;5370;;;;;;;;;;;;;;;;;;
20394;3785;;;;;;;;;;;;;;;;;;
20395;3588;;;;;;;;;;;;;;;;;;
20396;3147;;;;;;;;;;;;;;;;;;
20397;9740;;;;;;;;;;;;;;;;;;
20398;5927;;;;;;;;;;;;;;;;;;
20399;12160;;;;;;;;;;;;;;;;;;
20400;5379;;;;;;;;;;;;;;;;;;
20401;6888;;;;;;;;;;;;;;;;;;
20402;4685;;;;;;;;;;;;;;;;;;
20403;9389;;;;;;;;;;;;;;;;;;
20404;5485;;;;;;;;;;;;;;;;;;
20405;5588;;;;;;;;;;;;;;;;;;
20406;2783;;;;;;;;;;;;;;;;;;
20407;3545;;;;;;;;;;;;;;;;;;
20408;5846;;;;;;;;;;;;;;;;;;
20409;23912;;;;;;;;;;;;;;;;;;
20410;3545;;;;;;;;;;;;;;;;;;
20411;7818;;;;;;;;;;;;;;;;;;
20412;3531;;;;;;;;;;;;;;;;;;
20413;10459;;;;;;;;;;;;;;;;;;
20414;5603;;;;;;;;;;;;;;;;;;
20415;4103;;;;;;;;;;;;;;;;;;
20416;4344;;;;;;;;;;;;;;;;;;
20417;4923;;;;;;;;;;;;;;;;;;
20418;10432;;;;;;;;;;;;;;;;;;
20419;6364;;;;;;;;;;;;;;;;;;
20420;3313;;;;;;;;;;;;;;;;;;
20421;10018;;;;;;;;;;;;;;;;;;
20422;4955;;;;;;;;;;;;;;;;;;
20423;3720;;;;;;;;;;;;;;;;;;
20424;3168;;;;;;;;;;;;;;;;;;
20425;3453;;;;;;;;;;;;;;;;;;
20426;3986;;;;;;;;;;;;;;;;;;
20427;7779;;;;;;;;;;;;;;;;;;
20428;2119;;;;;;;;;;;;;;;;;;
20429;4648;;;;;;;;;;;;;;;;;;
20430;4245;;;;;;;;;;;;;;;;;;
20431;4378;;;;;;;;;;;;;;;;;;
20432;4304;;;;;;;;;;;;;;;;;;
20433;3045;;;;;;;;;;;;;;;;;;
20434;3121;;;;;;;;;;;;;;;;;;
20435;3182;;;;;;;;;;;;;;;;;;
20436;3493;;;;;;;;;;;;;;;;;;
20437;5650;;;;;;;;;;;;;;;;;;
20438;2679;;;;;;;;;;;;;;;;;;
20439;3681;;;;;;;;;;;;;;;;;;
20440;3075;;;;;;;;;;;;;;;;;;
20441;6103;;;;;;;;;;;;;;;;;;
20442;6223;;;;;;;;;;;;;;;;;;
20443;5282;;;;;;;;;;;;;;;;;;
20444;3839;;;;;;;;;;;;;;;;;;
20445;3763;;;;;;;;;;;;;;;;;;
20446;3967;;;;;;;;;;;;;;;;;;
20447;4462;;;;;;;;;;;;;;;;;;
20448;2562;;;;;;;;;;;;;;;;;;
20449;3879;;;;;;;;;;;;;;;;;;
20450;2765;;;;;;;;;;;;;;;;;;
20451;3841;;;;;;;;;;;;;;;;;;
20452;4919;;;;;;;;;;;;;;;;;;
20453;6410;;;;;;;;;;;;;;;;;;
20454;3000;;;;;;;;;;;;;;;;;;
20455;3639;;;;;;;;;;;;;;;;;;
20456;4601;;;;;;;;;;;;;;;;;;
20457;2850;;;;;;;;;;;;;;;;;;
20458;5026;;;;;;;;;;;;;;;;;;
20459;5018;;;;;;;;;;;;;;;;;;
20460;3148;;;;;;;;;;;;;;;;;;
20461;4093;;;;;;;;;;;;;;;;;;
20462;8103;;;;;;;;;;;;;;;;;;
20463;3580;;;;;;;;;;;;;;;;;;
20464;4408;;;;;;;;;;;;;;;;;;
20465;2816;;;;;;;;;;;;;;;;;;
20466;2949;;;;;;;;;;;;;;;;;;
20467;6265;;;;;;;;;;;;;;;;;;
20468;2940;;;;;;;;;;;;;;;;;;
20469;4879;;;;;;;;;;;;;;;;;;
20470;3655;;;;;;;;;;;;;;;;;;
20471;3599;;;;;;;;;;;;;;;;;;
20472;11072;;;;;;;;;;;;;;;;;;
20473;4061;;;;;;;;;;;;;;;;;;
20474;5993;;;;;;;;;;;;;;;;;;
20475;5819;;;;;;;;;;;;;;;;;;
20476;4864;;;;;;;;;;;;;;;;;;
20477;3498;;;;;;;;;;;;;;;;;;
20478;3747;;;;;;;;;;;;;;;;;;
20479;5381;;;;;;;;;;;;;;;;;;
20480;3997;;;;;;;;;;;;;;;;;;
20481;3566;;;;;;;;;;;;;;;;;;
20482;7639;;;;;;;;;;;;;;;;;;
20483;8177;;;;;;;;;;;;;;;;;;
20484;4815;;;;;;;;;;;;;;;;;;
20485;3428;;;;;;;;;;;;;;;;;;
20486;5927;;;;;;;;;;;;;;;;;;
20487;6518;;;;;;;;;;;;;;;;;;
20488;6621;;;;;;;;;;;;;;;;;;
20489;3694;;;;;;;;;;;;;;;;;;
20490;2938;;;;;;;;;;;;;;;;;;
20491;2406;;;;;;;;;;;;;;;;;;
20492;4103;;;;;;;;;;;;;;;;;;
20493;7700;;;;;;;;;;;;;;;;;;
20494;3040;;;;;;;;;;;;;;;;;;
20495;3109;;;;;;;;;;;;;;;;;;
20496;7633;;;;;;;;;;;;;;;;;;
20497;4286;;;;;;;;;;;;;;;;;;
20498;3114;;;;;;;;;;;;;;;;;;
20499;8354;;;;;;;;;;;;;;;;;;
20500;4469;;;;;;;;;;;;;;;;;;
20501;5215;;;;;;;;;;;;;;;;;;
20502;3398;;;;;;;;;;;;;;;;;;
20503;4612;;;;;;;;;;;;;;;;;;
20504;4505;;;;;;;;;;;;;;;;;;
20505;10356;;;;;;;;;;;;;;;;;;
20506;4640;;;;;;;;;;;;;;;;;;
20507;4859;;;;;;;;;;;;;;;;;;
20508;9676;;;;;;;;;;;;;;;;;;
20509;3307;;;;;;;;;;;;;;;;;;
20510;4206;;;;;;;;;;;;;;;;;;
20511;3535;;;;;;;;;;;;;;;;;;
20512;2960;;;;;;;;;;;;;;;;;;
20513;5700;;;;;;;;;;;;;;;;;;
20514;2937;;;;;;;;;;;;;;;;;;
20515;10824;;;;;;;;;;;;;;;;;;
20516;3584;;;;;;;;;;;;;;;;;;
20517;3253;;;;;;;;;;;;;;;;;;
20518;4478;;;;;;;;;;;;;;;;;;
20519;7573;;;;;;;;;;;;;;;;;;
20520;5842;;;;;;;;;;;;;;;;;;
20521;3299;;;;;;;;;;;;;;;;;;
20522;3943;;;;;;;;;;;;;;;;;;
20523;8664;;;;;;;;;;;;;;;;;;
20524;3861;;;;;;;;;;;;;;;;;;
20525;7623;;;;;;;;;;;;;;;;;;
20526;4874;;;;;;;;;;;;;;;;;;
20527;3108;;;;;;;;;;;;;;;;;;
20528;3829;;;;;;;;;;;;;;;;;;
20529;2340;;;;;;;;;;;;;;;;;;
20530;5201;;;;;;;;;;;;;;;;;;
20531;6700;;;;;;;;;;;;;;;;;;
20532;4067;;;;;;;;;;;;;;;;;;
20533;7198;;;;;;;;;;;;;;;;;;
20534;4324;;;;;;;;;;;;;;;;;;
20535;3880;;;;;;;;;;;;;;;;;;
20536;4532;;;;;;;;;;;;;;;;;;
20537;4687;;;;;;;;;;;;;;;;;;
20538;4944;;;;;;;;;;;;;;;;;;
20539;11238;;;;;;;;;;;;;;;;;;
20540;11415;;;;;;;;;;;;;;;;;;
20541;3869;;;;;;;;;;;;;;;;;;
20542;4945;;;;;;;;;;;;;;;;;;
20543;3827;;;;;;;;;;;;;;;;;;
20544;5657;;;;;;;;;;;;;;;;;;
20545;10598;;;;;;;;;;;;;;;;;;
20546;6491;;;;;;;;;;;;;;;;;;
20547;6236;;;;;;;;;;;;;;;;;;
20548;3920;;;;;;;;;;;;;;;;;;
20549;5347;;;;;;;;;;;;;;;;;;
20550;8759;;;;;;;;;;;;;;;;;;
20551;10564;;;;;;;;;;;;;;;;;;
20552;4499;;;;;;;;;;;;;;;;;;
20553;12961;;;;;;;;;;;;;;;;;;
20554;2919;;;;;;;;;;;;;;;;;;
20555;6799;;;;;;;;;;;;;;;;;;
20556;5413;;;;;;;;;;;;;;;;;;
20557;11545;;;;;;;;;;;;;;;;;;
20558;5942;;;;;;;;;;;;;;;;;;
20559;5960;;;;;;;;;;;;;;;;;;
20560;5945;;;;;;;;;;;;;;;;;;
20561;5881;;;;;;;;;;;;;;;;;;
20562;5725;;;;;;;;;;;;;;;;;;
20563;3575;;;;;;;;;;;;;;;;;;
20564;4734;;;;;;;;;;;;;;;;;;
20565;7895;;;;;;;;;;;;;;;;;;
20566;4337;;;;;;;;;;;;;;;;;;
20567;3506;;;;;;;;;;;;;;;;;;
20568;5520;;;;;;;;;;;;;;;;;;
20569;5075;;;;;;;;;;;;;;;;;;
20570;7661;;;;;;;;;;;;;;;;;;
21001;6724;;;;;;;;;;;;;;;;;;
21002;5507;;;;;;;;;;;;;;;;;;
21003;7730;;;;;;;;;;;;;;;;;;
21004;6826;;;;;;;;;;;;;;;;;;
21005;3779;;;;;;;;;;;;;;;;;;
21006;3776;;;;;;;;;;;;;;;;;;
21007;3720;;;;;;;;;;;;;;;;;;
21008;6981;;;;;;;;;;;;;;;;;;
21009;7033;;;;;;;;;;;;;;;;;;
21010;5605;;;;;;;;;;;;;;;;;;
21011;3118;;;;;;;;;;;;;;;;;;
21012;5115;;;;;;;;;;;;;;;;;;
21013;7881;;;;;;;;;;;;;;;;;;
21014;4555;;;;;;;;;;;;;;;;;;
21015;10136;;;;;;;;;;;;;;;;;;
21016;4747;;;;;;;;;;;;;;;;;;
21017;5223;;;;;;;;;;;;;;;;;;
21018;3849;;;;;;;;;;;;;;;;;;
21019;12217;;;;;;;;;;;;;;;;;;
21020;6489;;;;;;;;;;;;;;;;;;
21021;7719;;;;;;;;;;;;;;;;;;
21022;4552;;;;;;;;;;;;;;;;;;
21023;3960;;;;;;;;;;;;;;;;;;
21024;4849;;;;;;;;;;;;;;;;;;
21025;6509;;;;;;;;;;;;;;;;;;
21026;5836;;;;;;;;;;;;;;;;;;
21027;5007;;;;;;;;;;;;;;;;;;
21028;3037;;;;;;;;;;;;;;;;;;
21029;6539;;;;;;;;;;;;;;;;;;
21030;3475;;;;;;;;;;;;;;;;;;
21031;4992;;;;;;;;;;;;;;;;;;
21032;3959;;;;;;;;;;;;;;;;;;
21033;4627;;;;;;;;;;;;;;;;;;
21034;7026;;;;;;;;;;;;;;;;;;
21035;7266;;;;;;;;;;;;;;;;;;
21036;2447;;;;;;;;;;;;;;;;;;
21037;6996;;;;;;;;;;;;;;;;;;
21038;5594;;;;;;;;;;;;;;;;;;
21039;3661;;;;;;;;;;;;;;;;;;
21040;4686;;;;;;;;;;;;;;;;;;
21041;16068;;;;;;;;;;;;;;;;;;
21042;3977;;;;;;;;;;;;;;;;;;
